cik_str,sic,sicDescription
1357408,1040,Gold and Silver Ores
1357411,,
1357410,,
1357420,,
1357418,,
1357419,,
1357428,,
1357431,,
1357429,,
1357430,,
1357440,,
1357438,,
1357439,,
1357448,,
1357449,,
1357696,,
1357458,,
1357459,2836,"Biological Products, (No Diagnostic Substances)"
1357471,,
1357470,,
1357469,,
1357479,,
1357468,,
1357480,,
1357481,,
1357478,,
1357489,,
1357488,,
1357491,,
1357498,,
1357499,,
1357490,,
1357500,,
1357508,,
1357501,,
1357509,,
1357518,,
1357521,,
1357511,,
1357528,6021,National Commercial Banks
1357519,,
1357530,,
1357539,,
1357529,,
1357531,4812,Radiotelephone Communications
1357548,,
1357541,,
1357540,,
1357538,,
1357549,,
1357551,,
1357560,6321,Accident & Health Insurance
1357558,6321,Accident & Health Insurance
1357559,6189,Asset-Backed Securities
1357561,,
1357569,,
1357571,,
1357581,,
1357568,,
1357570,,
1357579,,
1357591,,
1357589,,
1357588,,
1357590,6321,Accident & Health Insurance
1357599,6189,Asset-Backed Securities
1357601,,
1357600,,
1357609,,
1357608,,
1357618,,
1362517,,
1357622,,
1362522,,
1357619,,
1357679,,
1357719,,
1357624,,
1357621,,
1357694,3669,"Communications Equipment, NEC"
1362519,,
1357625,,
1363485,,
1357629,,
1357687,,
1358195,,
1357630,,
1357627,,
1357688,,
1358682,,
1357598,,
1357626,,
1363474,,
1357632,,
1363492,,
1357615,1600,Heavy Construction Other Than Bldg Const - Contractors
1363964,,
1357634,,
1363972,,
1357631,,
1357684,,
1358684,,
1357633,,
1357628,,
1363966,,
1357636,6189,Asset-Backed Securities
1363975,,
1357641,,
1365376,,
1357637,,
1357660,6189,Asset-Backed Securities
1365373,,
1357673,,
1357710,,
1357638,,
1357651,,
1357635,,
1357639,,
1366336,,
1357642,1382,Oil & Gas Field Exploration Services
1366327,6189,Asset-Backed Securities
1357648,,
1369732,,
1357644,,
1366806,,
1357645,,
1366807,,
1357643,,
1357693,,
1358685,,
1357659,,
1357649,6189,Asset-Backed Securities
1357667,,
1357652,,
1357650,,
1366800,,
1357658,,
1367753,,
1357655,,
1368243,,
1357656,,
1368236,,
1357653,,
1369262,,
1357663,,
1370226,,
1357662,,
1357689,,
1358683,,
1357647,,
1357661,,
1371175,,
1357654,,
1370694,,
1357669,,
1370696,,
1357670,,
1357671,7819,Services-Allied To Motion Picture Production
1357675,,
1357703,6189,Asset-Backed Securities
1182968,,
1355020,,
1355030,,
1355029,,
1355031,,
1355040,,
1355039,,
1355050,,
1355051,,
1355060,,
1355058,,
1355061,,
1355059,,
1355069,,
1355071,,
1355070,,
1355088,,
1355089,,
1355090,,
1355068,,
1355081,,
1355100,,
1355099,,
1355101,,
1355091,,
1355098,,
1355109,,
1355108,,
1355118,,
1355121,,
1355138,,
1355130,,
1355139,,
1355140,,
1355141,,
1355151,,
1355149,,
1355148,,
1355158,,
1355159,,
1355168,,
1355171,,
1355170,,
1355169,,
1355180,,
1355191,,
1355189,,
1355200,,
1355198,,
1355188,,
1355201,,
1355208,,
1355210,,
1355211,,
1355209,,
1355218,,
1355219,,
1355220,,
1355228,,
1355221,,
1355229,,
1355231,,
1355241,,
1355249,,
1355260,6321,Accident & Health Insurance
1355261,6321,Accident & Health Insurance
1355248,,
1355259,6321,Accident & Health Insurance
1355269,,
1355250,2834,Pharmaceutical Preparations
1355270,,
1355268,6189,Asset-Backed Securities
1355279,,
1355280,,
1355281,,
1355291,,
1355288,,
1355289,,
1355298,,
1355301,,
1355309,,
1355310,,
1355308,,
1355311,,
1355319,,
1355321,,
1355318,,
1355320,,
1355328,,
1355331,,
1355330,,
1355329,,
1355340,,
1355341,,
1355348,,
1355349,,
1355351,,
1355339,,
1355359,,
1355358,,
1355361,,
1355366,,
1355360,,
1355369,,
1355368,,
1356280,,
1355365,,
1355371,,
1356192,,
1356228,,
1355378,,
1355375,,
1356278,,
1355374,6189,Asset-Backed Securities
1356279,,
1355377,,
1356281,,
1355370,,
1356288,,
1355380,,
1356289,,
1355379,,
1356291,,
1355376,,
1356298,,
1355384,,
1356194,,
1356230,,
1355392,,
1355383,,
1356290,,
1355381,,
1356301,,
1355390,,
1356299,,
1355386,,
1356309,6189,Asset-Backed Securities
1355372,,
1356311,,
1355382,,
1356319,6189,Asset-Backed Securities
1355385,,
1356320,6189,Asset-Backed Securities
1355387,,
1356318,6189,Asset-Backed Securities
1355389,,
1356193,,
1356238,,
1355397,,
1355395,,
1355388,,
1355399,,
1355398,,
1355391,,
1355401,,
1355411,,
1355409,,
1355408,,
1355400,,
1355418,,
1355419,,
1355420,1040,Gold and Silver Ores
1355428,,
1355429,,
1355430,,
1355431,,
1355441,,
1355440,,
1355438,,
1355448,,
1355449,,
1355458,6189,Asset-Backed Securities
1355459,,
1355480,,
1355481,,
1355491,,
1355490,,
1355500,,
1355499,,
1355501,,
1355508,,
1355509,,
1355510,6189,Asset-Backed Securities
1355518,,
1355520,,
1355519,,
1355511,6189,Asset-Backed Securities
1355521,,
1355528,,
1355531,,
1355530,,
1355539,,
1355541,,
1355540,,
1355538,,
1355529,,
1355548,,
1355550,,
1355561,,
1355551,,
1355560,,
1355559,7310,Services-Advertising
1355558,,
1355568,,
1355571,,
1355570,,
1355578,,
1355591,,
1355590,,
1355598,,
1355588,,
1355600,,
1355608,,
1355601,,
1355609,,
1355610,,
1355611,,
1355620,,
1355619,6189,Asset-Backed Securities
1355621,,
1355628,,
1355629,,
1355631,,
1355639,,
1355630,,
1355650,,
1355641,,
1355640,,
1355638,,
1355649,,
1355648,,
1355651,,
1355659,,
1355658,,
1355670,,
1355669,,
1355668,,
1355679,,
1355678,,
1355680,,
1355681,6770,Blank Checks
1355689,,
1355690,6189,Asset-Backed Securities
1355698,,
1355691,,
1355699,,
1355701,,
1355709,,
1355710,,
1355708,,
1355718,,
1355719,,
1355721,,
1355729,,
1355720,,
1355728,,
1355731,,
1355730,,
1355739,,
1355738,,
1355741,6189,Asset-Backed Securities
1355740,,
1355749,,
1355759,,
1355758,,
1355748,,
1355769,,
1355768,,
1355771,,
1355781,,
1355780,,
1355788,,
1355791,,
1355799,,
1355801,,
1355809,,
1355798,,
1355818,,
1355811,,
1355830,,
1355831,,
1355838,,
1355820,,
1355840,,
1355839,7370,"Services-Computer Programming, Data Processing, Etc."
1355849,,
1355850,,
1355851,,
1355848,7812,Services-Motion Picture & Video Tape Production
1355859,,
1355861,,
1355858,,
1355869,,
1355868,,
1355870,,
1355860,8880,American Depositary Receipts
1355880,,
1355878,,
1355879,,
1355881,,
1355890,,
1355889,,
1355888,,
1355891,,
1355898,,
1355901,,
1355900,,
1355910,,
1355908,,
1355899,6189,Asset-Backed Securities
1355911,,
1355918,,
1355920,,
1355919,,
1355928,,
1355931,,
1355929,,
1355939,,
1355941,,
1355921,,
1355949,,
1355948,,
1355940,,
1355938,,
1355951,,
1355958,,
1355960,,
1355959,,
1355961,,
1355950,,
1355969,,
1355971,,
1355978,,
1355979,,
1355968,,
1355980,,
1355970,,
1355981,,
1355989,,
1355991,,
1355990,,
1355988,,
1355999,,
1356001,,
1356010,,
1356008,6321,Accident & Health Insurance
1356011,,
1356020,,
1356009,,
1356021,,
1356029,,
1356030,,
1356038,,
1356039,,
1356040,,
1356041,,
1356048,,
1356050,,
1356049,,
1356061,,
1356060,,
1356059,,
1356051,,
1356069,,
1356068,,
1356071,,
1356070,,
1356078,,
1356081,6189,Asset-Backed Securities
1356080,,
1356088,6189,Asset-Backed Securities
1356090,2834,Pharmaceutical Preparations
1356091,,
1356079,,
1356089,,
1356221,6189,Asset-Backed Securities
1356100,,
1356099,,
1356229,6189,Asset-Backed Securities
1356110,,
1356109,,
1356108,,
1356111,,
1356101,,
1356120,,
1356118,,
1356121,,
1356130,,
1356128,,
1356131,,
1356189,,
1356201,,
1356129,,
1356328,,
1356137,,
1356190,,
1356231,,
1356142,,
1356138,,
1356321,6189,Asset-Backed Securities
1356139,,
1356188,6189,Asset-Backed Securities
1356241,6189,Asset-Backed Securities
1356119,,
1356144,,
1356330,,
1356136,,
1356329,,
1356145,,
1356331,,
1356141,,
1356339,,
1356140,,
1356338,,
1356147,,
1356340,,
1356146,,
1356348,,
1356149,,
1356185,,
1356248,,
1356152,,
1356151,,
1356350,,
1356153,6321,Accident & Health Insurance
1356349,,
1356150,,
1356178,,
1356249,,
1356164,,
1356158,,
1356351,,
1356156,,
1356197,,
1356240,,
1356157,6189,Asset-Backed Securities
1356341,,
1356155,,
1356148,,
1356361,,
1356162,,
1356200,,
1356259,,
1356159,,
1356160,,
1356196,,
1356260,,
1356154,6321,Accident & Health Insurance
1356161,,
1356358,,
1356165,,
1356191,,
1356271,,
1356166,,
1356163,,
1356209,,
1356270,,
1356167,,
1356168,,
1356210,,
1356269,,
1356170,,
1356171,,
1356369,,
1356169,,
1356360,,
1356175,,
1356368,,
1356176,,
1356370,,
1356177,,
1356378,,
1356180,,
1356381,,
1356182,,
1356380,,
1356187,,
1356198,,
1356261,6022,State Commercial Banks
1356179,,
1356186,,
1356390,,
1356172,,
1356391,,
1356183,,
1356211,,
1356220,,
1356399,,
1182969,,
1353470,,
1353459,,
1353469,,
1353468,6189,Asset-Backed Securities
1353478,,
1353479,,
1353471,6189,Asset-Backed Securities
1353481,,
1353488,9995,Non-Operating Establishments
1353480,,
1353489,9995,Non-Operating Establishments
1353491,9995,Non-Operating Establishments
1353501,,
1353500,,
1353509,,
1353508,,
1353511,,
1353510,,
1353519,,
1353529,,
1353520,,
1353530,,
1353528,,
1353540,,
1353531,,
1353538,7372,Services-Prepackaged Software
1353539,,
1353549,6189,Asset-Backed Securities
1353548,,
1353551,,
1353560,,
1353558,,
1353541,,
1353559,,
1353570,,
1353569,,
1353571,,
1353579,,
1353578,,
1353580,,
1353589,,
1353590,,
1353588,,
1353591,,
1353600,,
1353608,,
1353601,,
1353610,,
1353609,,
1353611,6221,Commodity Contracts Brokers & Dealers
1353618,,
1353619,,
1353621,6189,Asset-Backed Securities
1353631,,
1353639,,
1353628,,
1353641,,
1353649,,
1353650,,
1353651,,
1353660,,
1353658,,
1353648,,
1353661,,
1353659,,
1353669,,
1353671,,
1353668,,
1353670,,
1353678,6189,Asset-Backed Securities
1353679,,
1353680,,
1353688,,
1353690,,
1353689,,
1353698,,
1353701,,
1353691,4512,"Air Transportation, Scheduled"
1353710,,
1353709,,
1353708,,
1353719,,
1353718,,
1353711,,
1353729,,
1353728,,
1353730,,
1353731,,
1353721,,
1353739,,
1353748,1311,Crude Petroleum & Natural Gas
1353790,,
1353798,6189,Asset-Backed Securities
1353800,,
1353801,,
1353808,,
1353809,,
1353810,,
1353811,,
1353820,,
1353818,,
1353829,,
1353830,,
1353831,,
1353839,,
1353840,6189,Asset-Backed Securities
1353841,6189,Asset-Backed Securities
1353838,,
1353828,,
1353850,,
1353849,,
1353858,,
1353851,,
1353860,,
1353861,,
1353870,,
1353868,,
1353859,,
1353871,,
1353869,,
1353879,,
1353880,6189,Asset-Backed Securities
1353881,6189,Asset-Backed Securities
1353878,,
1353888,,
1353890,,
1353891,,
1354991,,
1353889,,
1354948,,
1354980,6189,Asset-Backed Securities
1353899,,
1354989,,
1353894,,
1354990,,
1353898,,
1354960,6189,Asset-Backed Securities
1354978,,
1353900,,
1353896,,
1354998,,
1353901,,
1354999,,
1353908,,
1354961,,
1354988,,
1353904,,
1355000,,
1353909,,
1353907,,
1354959,,
1354981,6189,Asset-Backed Securities
1353906,,
1355009,,
1353905,,
1353902,,
1355008,,
1353913,,
1355010,,
1353922,,
1355019,,
1353917,,
1355018,,
1353919,,
1355021,6189,Asset-Backed Securities
1353914,,
1353921,,
1353920,,
1353941,,
1353938,,
1353940,,
1353939,,
1353949,,
1353951,,
1353961,,
1353958,,
1353950,,
1353969,,
1353968,,
1353970,3086,Plastics Foam Products
1353971,,
1353960,,
1353978,,
1353979,,
1353980,6189,Asset-Backed Securities
1353981,,
1353988,,
1354001,,
1353998,,
1353989,,
1354000,,
1354011,,
1354009,,
1354008,,
1354010,,
1354018,,
1354020,,
1354021,,
1354030,5140,Wholesale-Groceries & Related Products
1354029,,
1354019,,
1354031,,
1354040,,
1354038,,
1354028,,
1354049,,
1354041,,
1354048,,
1354050,,
1354051,,
1354058,6189,Asset-Backed Securities
1354059,6189,Asset-Backed Securities
1354061,,
1354060,6189,Asset-Backed Securities
1354068,,
1354071,2834,Pharmaceutical Preparations
1354080,,
1354079,,
1354078,,
1354070,,
1354081,,
1354088,,
1354090,,
1354099,,
1354091,,
1354089,,
1354098,,
1354108,,
1354100,,
1354101,,
1354109,,
1354111,,
1354110,,
1354119,,
1354120,,
1354118,,
1354121,,
1354130,,
1354128,,
1354131,,
1354129,,
1354141,,
1354140,,
1354139,,
1354138,,
1354149,,
1354150,,
1354151,,
1354159,,
1354158,,
1354168,,
1354160,,
1354169,6189,Asset-Backed Securities
1354171,6189,Asset-Backed Securities
1354181,,
1354180,,
1354179,,
1354188,,
1354190,,
1354189,,
1354191,,
1354199,,
1354201,,
1354200,,
1354208,,
1354209,,
1354210,,
1354211,,
1354218,,
1354221,,
1354220,,
1354228,,
1354229,6189,Asset-Backed Securities
1354219,,
1354231,6189,Asset-Backed Securities
1354230,6189,Asset-Backed Securities
1354241,,
1354238,,
1354248,,
1354250,,
1354260,,
1354259,,
1354261,,
1354270,,
1354271,,
1354268,,
1354278,,
1354279,,
1354281,,
1354288,,
1354298,,
1354290,,
1354301,,
1354308,,
1354300,,
1354309,6500,Real Estate
1354299,,
1354319,,
1354328,,
1354329,,
1354390,,
1354401,,
1354408,,
1354410,,
1354411,,
1354399,,
1354409,,
1354429,6199,Finance Services
1354430,,
1354428,,
1354421,,
1354431,6189,Asset-Backed Securities
1354420,,
1354439,,
1354440,,
1354441,,
1354448,,
1354449,6189,Asset-Backed Securities
1354450,,
1354451,,
1354968,,
1354458,,
1354459,,
1354970,6189,Asset-Backed Securities
1354971,6189,Asset-Backed Securities
1354969,6189,Asset-Backed Securities
1354468,,
1354461,,
1354470,,
1354481,,
1354460,,
1354479,,
1354469,,
1354478,,
1354491,,
1354490,,
1354489,,
1354498,,
1354499,,
1354501,,
1354508,,
1354500,,
1354509,,
1354510,,
1354518,,
1354511,,
1354520,,
1354521,,
1354519,,
1354530,,
1354528,,
1354529,,
1354531,,
1354541,,
1354550,,
1354538,,
1354549,6331,"Fire, Marine & Casualty Insurance"
1354559,,
1354561,,
1354558,,
1354560,,
1354569,,
1354571,,
1354578,,
1354589,,
1354579,,
1354588,,
1354590,,
1354591,2860,Industrial Organic Chemicals
1354601,,
1354610,,
1354598,,
1354608,,
1354611,,
1354599,,
1354603,,
1354605,,
1354602,,
1354600,,
1354618,,
1354615,,
1354620,6321,Accident & Health Insurance
1354616,,
1354625,,
1354624,6321,Accident & Health Insurance
1354604,,
1354628,,
1354627,,
1354626,,
1355028,,
1354623,6321,Accident & Health Insurance
1354619,,
1354621,,
1354629,,
1354630,,
1354631,,
1354638,,
1354639,,
1354640,,
1354649,,
1354641,,
1354650,6189,Asset-Backed Securities
1354648,,
1354658,,
1354661,,
1354660,,
1354651,,
1354659,,
1354668,,
1354670,,
1354669,,
1354679,6311,Life Insurance
1354681,,
1354678,,
1354691,,
1354688,,
1354689,,
1354701,,
1354699,,
1354700,,
1354680,,
1354698,,
1354708,6189,Asset-Backed Securities
1354711,,
1354720,,
1354721,,
1354719,,
1354728,,
1354729,,
1354730,6221,Commodity Contracts Brokers & Dealers
1354738,,
1354739,,
1354740,,
1354750,,
1354751,,
1354759,,
1354761,,
1354760,,
1354769,,
1354770,,
1354768,,
1354771,,
1354779,,
1354778,,
1354781,,
1354780,,
1354790,,
1354789,,
1354801,,
1354791,,
1354798,,
1354810,,
1354808,,
1354811,,
1354818,,
1354809,,
1354819,,
1354820,,
1354828,6189,Asset-Backed Securities
1354831,6189,Asset-Backed Securities
1354830,,
1354841,,
1354840,,
1354838,,
1354829,6189,Asset-Backed Securities
1354839,,
1354848,,
1354851,,
1354849,,
1354858,6189,Asset-Backed Securities
1354850,,
1354859,,
1354861,,
1354870,,
1354868,6189,Asset-Backed Securities
1354869,6189,Asset-Backed Securities
1354871,,
1354879,,
1354888,,
1354889,,
1354899,,
1354900,,
1354898,,
1354909,,
1354908,,
1354910,,
1354920,6189,Asset-Backed Securities
1354921,6189,Asset-Backed Securities
1354930,,
1354938,,
1354931,,
1354939,,
1354949,,
1354979,,
1182979,,
1353163,,
1353239,,
1182977,,
1182975,,
1353159,,
1353250,,
1182971,,
1353178,,
1353248,,
1182973,,
1182983,,
1182981,,
1352199,,
1352201,,
1352210,,
1352209,,
1352218,,
1352211,,
1352220,,
1352221,6189,Asset-Backed Securities
1352229,,
1352228,,
1352230,,
1352231,,
1352239,6189,Asset-Backed Securities
1352249,,
1352241,,
1352250,,
1352248,,
1352260,,
1352268,,
1352269,,
1352259,,
1352271,,
1352261,,
1352270,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
1352279,,
1352288,,
1353230,,
1352289,,
1352281,,
1352290,,
1352280,,
1353228,,
1352298,,
1352301,,
1352291,,
1352299,,
1352310,,
1352308,,
1352300,,
1352311,,
1352309,,
1352319,,
1352321,,
1352320,,
1352322,,
1352325,,
1353288,,
1352323,,
1352318,,
1352328,,
1352330,,
1352333,,
1352338,,
1352332,,
1352326,,
1352337,,
1352335,,
1352327,,
1352336,,
1352340,,
1352348,,
1352331,,
1353299,,
1352346,,
1352334,,
1353298,,
1352343,,
1352339,,
1352344,,
1352342,,
1352345,,
1352351,,
1352349,,
1352341,3674,Semiconductors & Related Devices
1352347,,
1352356,,
1352350,,
1352353,,
1352352,,
1353300,,
1352354,,
1353301,,
1352359,,
1353309,,
1352363,,
1353184,,
1353258,,
1352360,,
1352365,,
1353311,,
1352358,,
1353189,,
1353261,,
1352362,,
1353308,,
1352368,,
1352364,,
1353319,6189,Asset-Backed Securities
1352366,,
1353320,6189,Asset-Backed Securities
1352367,,
1353321,,
1352355,,
1353328,,
1352361,,
1353331,,
1352369,,
1353186,,
1353260,,
1352370,,
1352371,,
1353330,,
1352374,,
1353338,,
1352372,,
1353348,,
1352376,,
1353340,,
1352377,,
1353349,6189,Asset-Backed Securities
1352373,,
1353361,,
1352383,,
1353360,,
1352378,,
1353187,,
1353259,,
1352379,,
1352380,9995,Non-Operating Establishments
1353191,,
1353270,,
1352387,6189,Asset-Backed Securities
1353369,6189,Asset-Backed Securities
1352381,,
1353370,6189,Asset-Backed Securities
1352384,,
1352375,,
1353379,,
1352386,,
1353371,4700,Transportation Services
1352388,,
1353380,,
1352382,,
1353198,,
1353269,,
1352395,,
1352389,,
1353381,,
1352399,7389,"Services-Business Services, NEC"
1353389,,
1352393,,
1353171,6189,Asset-Backed Securities
1353177,,
1353185,,
1353238,,
1353173,,
1353241,,
1352397,,
1352396,,
1352391,,
1352402,,
1353388,,
1352401,,
1352400,,
1352408,,
1352409,,
1352410,,
1352411,,
1352418,6189,Asset-Backed Securities
1352419,5013,Wholesale-Motor Vehicle Supplies & New Parts
1352421,,
1352420,,
1352431,,
1352428,,
1352429,,
1352430,,
1352439,,
1352438,,
1352441,,
1352448,6189,Asset-Backed Securities
1352450,,
1352440,,
1352451,,
1352458,,
1352459,,
1352468,,
1352449,,
1352460,,
1352471,,
1352470,,
1352479,,
1352478,,
1352480,,
1352469,,
1352481,,
1352488,,
1352498,,
1352501,,
1352500,,
1352499,,
1352489,,
1352490,,
1352509,,
1352508,,
1352510,,
1352518,,
1352521,,
1352520,,
1352529,,
1352530,,
1352538,,
1352541,,
1352539,,
1352540,,
1352551,,
1352548,,
1352550,,
1352549,,
1352559,,
1352560,,
1352558,,
1352561,,
1352570,,
1352571,,
1352568,,
1352569,,
1352581,,
1352578,,
1352580,,
1352579,,
1352590,,
1352589,,
1352588,7389,"Services-Business Services, NEC"
1352599,,
1352598,,
1352591,1311,Crude Petroleum & Natural Gas
1352601,,
1352608,,
1352600,,
1352619,,
1352611,,
1352620,,
1352618,,
1352628,,
1352621,,
1352629,,
1352680,,
1352681,,
1352690,,
1352699,,
1352700,,
1352701,,
1352710,6189,Asset-Backed Securities
1352698,,
1352711,,
1352718,,
1352708,,
1352721,,
1352719,,
1352729,,
1352728,,
1352730,,
1352731,,
1352740,,
1352739,,
1352748,,
1352738,,
1352750,,
1352741,,
1352751,,
1352758,,
1352761,,
1352759,,
1352749,,
1352769,,
1352768,,
1352770,,
1352771,,
1352760,6189,Asset-Backed Securities
1352779,,
1352780,,
1352778,,
1352791,,
1352781,,
1352790,,
1352788,,
1352798,6189,Asset-Backed Securities
1352799,6189,Asset-Backed Securities
1352789,,
1352800,6189,Asset-Backed Securities
1352808,2860,Industrial Organic Chemicals
1352811,,
1352810,,
1352818,,
1352819,4813,Telephone Communications (No Radiotelephone)
1352828,,
1352838,,
1352830,,
1352839,,
1352841,,
1352848,,
1352850,,
1352851,,
1352861,,
1352859,,
1352870,,
1352878,,
1352871,,
1352868,,
1352879,,
1352881,,
1352880,,
1352858,3531,Construction Machinery & Equip
1352888,,
1352889,,
1352891,,
1352890,,
1352869,,
1352900,,
1352899,,
1352909,,
1352910,,
1352911,,
1352908,,
1352928,6189,Asset-Backed Securities
1352931,,
1352938,,
1352929,,
1352930,,
1352939,,
1352941,,
1352949,,
1352948,,
1352960,,
1352958,,
1352970,,
1352971,,
1352980,,
1352981,,
1352988,,
1352990,,
1352989,,
1352991,,
1352998,,
1352999,,
1353001,,
1353011,,
1353010,,
1353009,,
1353018,,
1353019,,
1353021,,
1353028,,
1353030,,
1353020,,
1353031,,
1353029,,
1353039,,
1353041,,
1353040,,
1353038,,
1353060,,
1353048,,
1353059,7389,"Services-Business Services, NEC"
1353058,,
1353069,,
1353068,,
1353071,,
1353078,,
1353079,,
1353081,,
1353070,,
1353088,,
1353080,,
1353090,,
1353091,,
1353100,,
1353098,,
1353089,,
1353109,,
1353110,,
1353108,,
1353120,,
1353118,,
1353119,,
1353199,,
1353279,,
1353121,,
1353188,,
1353280,,
1353127,,
1353114,,
1353211,,
1353281,,
1353123,1040,Gold and Silver Ores
1353128,,
1353391,,
1353132,,
1353398,,
1353122,,
1353400,,
1353129,,
1353390,3990,Miscellaneous Manufacturing Industries
1353136,,
1353220,,
1353271,,
1353134,,
1353130,,
1353399,,
1353135,,
1353401,,
1353137,,
1353410,,
1353138,,
1353418,,
1353140,,
1353420,,
1353131,,
1353409,,
1353141,,
1353421,,
1353148,,
1353219,,
1353291,,
1353142,,
1353146,,
1353209,6531,Real Estate Agents & Managers (For Others)
1353289,,
1353151,,
1353150,,
1353428,,
1353145,,
1353431,,
1353147,,
1353229,,
1353290,,
1353154,,
1353152,,
1353180,,
1353175,,
1353240,6189,Asset-Backed Securities
1353143,,
1353438,,
1353153,,
1353149,,
1353144,,
1353441,,
1353155,,
1353429,,
1353156,,
1353440,,
1353161,,
1353430,,
1353172,,
1353448,,
1353160,,
1353439,,
1353157,,
1353451,,
1353166,6189,Asset-Backed Securities
1353450,,
1353164,,
1353449,,
1353165,,
1353179,,
1353458,,
1353174,6199,Finance Services
1353221,,
1353461,,
1182988,,
1351949,,
1182966,,
1351871,,
1351918,,
1182980,,
1182984,,
1352070,,
1182987,,
1351858,,
1351869,,
1351908,,
1182989,,
1182994,,
1182993,,
1351880,5812,Retail-Eating  Places
1351921,,
1182985,,
1182992,,
1352091,,
1183007,,
1352090,,
1182997,,
1350521,,
1350520,,
1350528,,
1350530,,
1350531,,
1350540,,
1350529,,
1350541,,
1350539,,
1350549,,
1350550,,
1350551,,
1350548,,
1350558,,
1350561,,
1350559,,
1350560,,
1350571,,
1350578,,
1350580,6770,Blank Checks
1350579,,
1350589,,
1350581,6770,Blank Checks
1350590,,
1350599,1000,Metal Mining
1350598,,
1350588,,
1350608,,
1350609,,
1350611,,
1350610,,
1350618,,
1350621,,
1350620,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
1350619,,
1350628,,
1350630,,
1350648,,
1350639,,
1350638,,
1350649,,
1350811,,
1350810,,
1350818,,
1350819,,
1350829,,
1350821,,
1350831,,
1350828,,
1350830,,
1350838,,
1350840,,
1350841,,
1350839,,
1350820,,
1350850,,
1350851,,
1350848,,
1350849,,
1350859,,
1350861,,
1350858,,
1350868,,
1350860,,
1350869,,
1350871,6189,Asset-Backed Securities
1350878,,
1350870,6189,Asset-Backed Securities
1350881,,
1350889,,
1350890,,
1350891,5190,Wholesale-Miscellaneous Nondurable Goods
1350901,,
1350888,,
1350900,,
1350899,,
1350910,,
1350909,,
1350908,,
1351878,,
1351928,,
1350895,,
1350915,,
1352099,,
1350918,,
1352100,,
1350919,,
1352108,,
1350922,,
1352101,,
1350926,,
1351881,,
1351931,,
1350924,,
1350921,,
1352098,,
1350928,,
1352118,,
1350933,,
1352120,,
1350929,,
1351888,,
1351930,6189,Asset-Backed Securities
1350927,,
1350930,,
1352121,,
1350932,,
1351879,,
1351929,6189,Asset-Backed Securities
1350935,6189,Asset-Backed Securities
1350923,,
1351830,,
1351838,,
1351859,,
1351901,7350,Services-Miscellaneous Equipment Rental & Leasing
1352189,,
1350941,,
1350936,,
1350925,,
1350931,,
1352111,,
1350939,,
1352128,,
1350938,,
1352129,,
1350948,,
1352119,,
1350945,,
1352138,,
1350943,,
1351848,,
1351870,,
1351909,,
1350947,,
1352131,,
1350952,6189,Asset-Backed Securities
1352139,,
1350954,,
1352150,,
1350949,,
1350937,,
1350950,6189,Asset-Backed Securities
1352140,6189,Asset-Backed Securities
1350955,,
1352148,,
1350951,6189,Asset-Backed Securities
1351890,,
1351938,,
1350966,,
1350964,,
1351889,,
1351948,6189,Asset-Backed Securities
1350953,6189,Asset-Backed Securities
1350956,,
1352151,,
1350965,,
1352149,,
1350962,4899,"Communications Services, NEC"
1352141,,
1350967,,
1352159,,
1350961,,
1351891,,
1351939,,
1350968,,
1350970,3672,Printed Circuit Boards
1351839,,
1351849,,
1351860,,
1351900,,
1352191,,
1350971,,
1352161,,
1350969,,
1350963,,
1350957,,
1350972,,
1352168,,
1350973,,
1352171,,
1350975,,
1352169,,
1350977,,
1351899,,
1351958,,
1350982,,
1350979,,
1350989,,
1350990,,
1350988,,
1350981,,
1350991,,
1351000,,
1350999,,
1350998,6189,Asset-Backed Securities
1351010,,
1351009,,
1351018,,
1351021,,
1351020,,
1351019,,
1351028,,
1351030,,
1351031,,
1351049,,
1351050,,
1351048,,
1351051,8051,Services-Skilled Nursing Care Facilities
1351059,,
1351058,,
1351060,,
1351068,,
1351070,,
1351071,,
1351080,,
1351069,,
1351079,,
1351081,,
1351078,,
1351089,,
1351088,,
1351090,,
1351101,,
1351100,,
1351099,,
1351109,,
1351108,,
1351111,,
1351110,,
1351118,,
1351119,,
1351121,,
1351120,,
1351130,,
1351129,,
1351131,,
1351128,,
1351138,,
1351139,,
1351141,,
1351149,,
1351148,6189,Asset-Backed Securities
1351140,,
1351151,,
1351150,,
1351158,,
1351170,,
1351181,,
1351178,,
1351179,,
1351180,,
1351190,,
1351199,,
1351191,,
1351200,,
1351209,,
1351211,,
1351218,,
1351208,,
1351219,,
1351221,,
1351210,,
1351220,,
1351228,,
1351229,,
1351238,,
1351239,,
1351240,,
1351241,,
1351251,,
1351260,,
1351269,,
1351261,,
1351279,,
1351278,,
1351289,,
1351290,,
1351291,,
1351288,2834,Pharmaceutical Preparations
1351300,,
1351301,,
1351309,,
1351310,,
1351311,,
1351308,,
1351319,,
1351320,,
1351329,,
1351338,,
1351331,,
1351339,,
1351330,,
1351349,,
1351340,,
1351351,,
1351358,,
1351348,,
1351361,,
1351369,,
1351371,,
1351360,,
1351370,,
1351378,6189,Asset-Backed Securities
1351379,1311,Crude Petroleum & Natural Gas
1351368,,
1351389,,
1351399,,
1351410,,
