cik_str,sic,sicDescription
1351418,,
1351420,6189,Asset-Backed Securities
1351411,,
1351431,,
1351428,,
1351429,,
1351439,,
1351440,,
1351448,,
1351451,,
1351449,,
1351460,,
1351459,,
1351458,,
1351450,,
1351471,,
1351470,,
1351468,6189,Asset-Backed Securities
1351461,,
1351481,,
1351480,,
1351478,,
1351490,,
1351491,,
1351489,,
1351479,,
1351498,,
1351501,,
1351499,,
1351500,,
1351509,3845,Electromedical & Electrotherapeutic Apparatus
1351510,,
1351508,,
1351521,,
1351518,,
1351520,,
1351519,,
1351530,,
1351529,,
1351528,,
1351531,,
1351540,,
1351539,,
1351538,,
1351898,,
1351550,,
1351548,4512,"Air Transportation, Scheduled"
1351549,,
1351541,2911,Petroleum Refining
1351551,,
1351558,,
1351559,,
1351561,,
1351560,,
1351568,,
1351571,,
1351569,,
1351579,,
1351578,,
1351581,,
1351580,,
1351588,,
1351590,,
1351589,,
1351598,,
1351599,,
1351601,,
1351600,,
1351611,,
1351609,,
1351619,,
1351618,,
1351629,,
1351630,,
1351621,,
1351628,,
1351638,,
1351641,,
1351648,,
1351639,,
1351649,,
1351650,,
1351659,,
1351661,,
1351658,,
1352180,,
1351651,,
1351666,,
1351660,,
1351665,,
1351670,,
1351669,,
1351668,,
1351671,,
1351663,,
1351664,,
1351672,,
1352190,1382,Oil & Gas Field Exploration Services
1351675,,
1351673,,
1351676,,
1351681,,
1351674,,
1351683,,
1351678,,
1351685,,
1351682,,
1351677,,
1351667,3350,Rolling Drawing & Extruding of  Nonferrous Metals
1352188,,
1351686,,
1351679,,
1351680,,
1351692,,
1351691,,
1351701,,
1351690,,
1351711,,
1351720,,
1351709,,
1351730,,
1351729,,
1351739,,
1351738,,
1351731,,
1351749,,
1351751,,
1351750,,
1351741,,
1351760,,
1351758,,
1351768,,
1351761,,
1351771,,
1351770,,
1351769,,
1351778,,
1351781,,
1351780,,
1351789,,
1351779,,
1351788,,
1351790,,
1351801,,
1351799,,
1351798,,
1351800,,
1351808,,
1351810,,
1351811,,
1351819,,
1351820,,
1351818,,
1351821,,
1351828,,
1351831,,
1351829,,
1351841,,
1351840,,
1351851,,
1351910,,
1352198,,
1183008,6189,Asset-Backed Securities
1350420,2860,Industrial Organic Chemicals
1183014,,
1350419,,
1183005,,
1350271,,
1350359,,
1183002,,
1183013,,
1350421,1381,Drilling Oil & Gas Wells
1183011,,
1350280,,
1350371,,
1183020,,
1183017,,
1350309,,
1350319,,
1350318,6189,Asset-Backed Securities
1330420,,
1330419,,
1330399,6111,Federal & Federally-Sponsored Credit Agencies
1330428,,
1330429,,
1330421,7372,Services-Prepackaged Software
1330431,,
1330430,,
1330438,,
1330439,,
1330441,,
1330451,,
1330440,,
1330450,,
1330449,,
1330448,,
1330459,,
1330461,,
1330460,,
1330470,,
1330471,,
1330458,,
1330468,,
1330469,,
1330479,,
1330489,,
1330480,,
1330488,,
1330490,,
1330491,,
1330499,,
1330481,,
1330501,,
1330509,6189,Asset-Backed Securities
1330508,6189,Asset-Backed Securities
1330521,,
1330500,,
1330519,4899,"Communications Services, NEC"
1330528,,
1330529,,
1330530,,
1330538,,
1330531,,
1330540,,
1330541,6141,Personal Credit Institutions
1330548,,
1330539,,
1330550,,
1330560,,
1330559,,
1330561,,
1330568,6221,Commodity Contracts Brokers & Dealers
1330570,,
1330571,,
1330569,,
1330578,,
1330579,,
1330588,,
1330600,,
1330601,,
1330589,,
1330609,,
1330608,,
1330610,,
1330611,,
1330618,,
1330619,,
1330620,,
1330628,,
1330630,,
1330629,,
1330631,,
1330638,,
1330639,,
1330641,,
1330651,,
1330649,,
1330661,,
1330659,,
1330658,,
1330663,,
1350411,,
1330662,,
1330660,,
1350429,,
1330665,6189,Asset-Backed Securities
1350281,,
1350380,6189,Asset-Backed Securities
1330670,,
1330671,6321,Accident & Health Insurance
1350430,,
1330640,,
1350279,,
1350370,,
1330667,,
1330669,,
1350431,,
1330672,,
1350439,,
1330650,5010,Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies
1350428,,
1330674,,
1350441,,
1330673,,
1350288,,
1350378,,
1330676,,
1330677,,
1350440,,
1330682,,
1350449,,
1330679,,
1350450,,
1330675,,
1350291,,
1350389,,
1330683,,
1350290,,
1350388,,
1330680,,
1330678,,
1330681,,
1350250,,
1350261,,
1350321,6189,Asset-Backed Securities
1330685,,
1330668,6321,Accident & Health Insurance
1330684,,
1350451,,
1330687,,
1350458,,
1330689,,
1350460,,
1330686,,
1350300,6189,Asset-Backed Securities
1350391,,
1330691,,
1330690,,
1350238,,
1350240,,
1350258,,
1350310,,
1350518,,
1330688,,
1330692,,
1330696,,
1330695,,
1350461,,
1330693,,
1350471,,
1330697,,
1330698,6211,"Security Brokers, Dealers & Flotation Companies"
1330700,,
1330701,,
1330708,,
1330710,,
1330711,,
1330719,,
1330721,,
1330720,,
1330718,2836,"Biological Products, (No Diagnostic Substances)"
1330731,,
1330728,,
1330729,,
1330730,,
1330740,,
1330739,,
1330741,,
1330738,,
1330751,,
1330749,,
1330758,,
1330748,,
1330759,,
1330760,,
1330761,,
1330769,6189,Asset-Backed Securities
1330770,,
1330778,,
1330779,,
1330780,,
1330771,,
1330781,,
1330789,6189,Asset-Backed Securities
1330788,6189,Asset-Backed Securities
1330800,,
1330808,,
1330809,,
1330810,,
1330821,,
1330818,,
1330820,6221,Commodity Contracts Brokers & Dealers
1330831,,
1330801,,
1330830,,
1330839,,
1330840,,
1330829,,
1330838,,
1330848,,
1330860,,
1330861,,
1330871,,
1330870,,
1330868,,
1330869,,
1330878,,
1330879,,
1330880,,
1330881,,
1330890,,
1330889,,
1330891,,
1330888,,
1330900,,
1330898,,
1330849,1381,Drilling Oil & Gas Wells
1330908,,
1330901,,
1330909,,
1330899,,
1330911,,
1330919,,
1330918,,
1330910,,
1330928,,
1330931,,
1330939,,
1330941,,
1330940,,
1330938,,
1330948,,
1330949,,
1330951,,
1330959,,
1330958,,
1330968,,
1330969,6798,Real Estate Investment Trusts
1330971,,
1330970,,
1330978,,
1330981,6189,Asset-Backed Securities
1330979,6189,Asset-Backed Securities
1330980,,
1330990,,
1330989,,
1330991,,
1330998,,
1331000,,
1330999,,
1331001,,
1331009,,
1331008,,
1331010,,
1331011,,
1331018,,
1331021,,
1331028,,
1331029,6189,Asset-Backed Securities
1331041,,
1331019,,
1331030,,
1331040,,
1331048,,
1331049,,
1331051,,
1331038,,
1331061,,
1331069,,
1331068,,
1331071,,
1331079,,
1331081,,
1331080,,
1331089,,
1331088,,
1331091,,
1331099,,
1331100,,
1331109,,
1331101,,
1331108,,
1331111,,
1331118,,
1331090,,
1331120,,
1331110,,
1331129,,
1331128,,
1331322,,
1350470,,
1331337,,
1350479,,
1331335,,
1331333,,
1331336,,
1350320,,
1350330,,
1350468,,
1331814,6189,Asset-Backed Securities
1350481,,
1331813,6189,Asset-Backed Securities
1350480,,
1331816,6189,Asset-Backed Securities
1350489,6021,National Commercial Banks
1331815,6189,Asset-Backed Securities
1350490,,
1331817,6189,Asset-Backed Securities
1350328,,
1332782,,
1350311,,
1333265,,
1333744,,
1333745,,
1350287,,
1350400,,
1334237,,
1335184,,
1336634,,
1336622,,
1350331,,
1337582,,
1337586,,
1337584,,
1337596,6189,Asset-Backed Securities
1337597,,
1337595,,
1337587,,
1350488,,
1337594,,
1337592,,
1350329,,
1350499,,
1339984,,
1340444,6189,Asset-Backed Securities
1340452,,
1341428,,
1341436,,
1350491,,
1341437,,
1350500,,
1341434,,
1350340,,
1342407,,
1342883,,
1342886,,
1350348,,
1343867,,
1343865,,
1350298,,
1350390,,
1343872,,
1343874,,
1350289,,
1350399,,
1344823,,
1344822,,
1346256,,
1350350,,
1350351,,
1347244,,
1350501,,
1347241,,
1347236,,
1347713,,
1350510,,
1347702,,
1350508,,
1347717,,
1350301,,
1350398,,
1348192,,
1350299,,
1350408,,
1348197,,
1348196,,
1348746,,
1350308,,
1350409,,
1349243,,
1349254,,
1350248,,
1350270,,
1350358,,
1349242,,
1350511,,
1349251,,
1349244,,
1350509,,
1349252,,
1349724,,
1349732,,
1350081,,
1350101,,
1350090,,
1350100,,
1350109,6189,Asset-Backed Securities
1350110,,
1350111,,
1350098,,
1350108,,
1350118,,
1350120,,
1350119,,
1350121,,
1350130,,
1350131,,
1350128,,
1350140,,
1350141,,
1350139,,
1350151,,
1350149,,
1350150,,
1350159,,
1350161,,
1350158,,
1350160,,
1350169,,
1350171,,
1350168,7389,"Services-Business Services, NEC"
1350180,,
1350181,,
1350189,,
1350190,,
1350191,,
1350199,,
1350201,,
1350198,,
1350210,,
1350208,,
1350211,,
1350218,6189,Asset-Backed Securities
1350209,,
1350221,,
1350219,,
1350229,,
1350230,,
1350228,,
1350241,,
1350239,,
1350251,,
1350249,,
1350268,,
1350361,,
1183019,,
1326508,,
1326561,,
1183015,,
1326492,,
1326550,,
1183022,,
1182996,,
1326254,,
1326250,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
1326245,,
1326252,1311,Crude Petroleum & Natural Gas
1328495,,
1326256,,
1330081,,
1326258,,
1328499,,
1326253,,
1328492,,
1326243,6189,Asset-Backed Securities
1330088,,
1326255,,
1326497,,
1326556,6189,Asset-Backed Securities
1326264,,
1326261,,
1330091,6189,Asset-Backed Securities
1326259,,
1330089,,
1326266,,
1330090,,
1326263,,
1330098,,
1326267,,
1330111,,
1326265,,
1326500,,
1326558,6189,Asset-Backed Securities
1326262,,
1326260,,
1330109,,
1326268,,
1326512,,
1326560,,
1326270,,
1326272,,
1330100,,
1326276,,
1330110,,
1326274,,
1326517,,
1326562,,
1326275,,
1326271,,
1330108,,
1326278,,
1330118,,
1326282,,
1326486,,
1326490,,
1326541,,
1326283,,
1326286,,
1326281,,
1330121,,
1326277,,
1330120,,
1326273,,
1330119,,
1326287,,
1330131,,
1326289,,
1326510,,
1326571,,
1326284,6189,Asset-Backed Securities
1326280,,
1330140,,
1326279,,
1330141,,
1326285,,
1330138,,
1326290,,
1330129,,
1326292,,
1330139,,
1326294,,
1326519,,
1326566,,
1326291,6189,Asset-Backed Securities
1326293,,
1330148,,
1326288,,
1330150,,
1326298,,
1330130,,
1326296,,
1330149,,
1326297,,
1330151,,
1326295,,
1330161,,
1326299,,
1330158,,
1326300,,
1330169,,
1326301,,
1330170,,
1326302,,
1330160,,
1326308,,
1330168,,
1326309,,
1330178,,
1326305,,
1330179,,
1326310,,
1330181,,
1326306,,
1330171,,
1326313,,
1330180,,
1326315,,
1326509,,
1326553,,
1326312,,
1326314,,
1326505,,
1326564,,
1326304,,
1326303,,
1330188,,
1326307,,
1330190,,
1326316,,
1330198,,
1326320,,
1330189,,
1326317,,
1330200,,
1326326,,
1326520,,
1326569,,
1326322,,
1326321,6500,Real Estate
1330201,,
1326311,,
1330191,,
1326323,,
1330209,,
1326324,,
1330199,,
1326318,,
1330219,,
1326330,,
1330211,,
1326329,,
1330210,,
1326332,,
1326516,,
1326565,,
1326331,,
1326327,,
1330220,,
1326334,,
1330221,,
1326325,,
1330208,,
1326337,,
1330218,,
1326336,,
1326481,,
1326504,,
1326544,,
1326319,,
1326339,,
1326333,,
1330230,,
1326340,,
1326515,,
1326575,,
1326328,,
1326346,,
1330239,,
1326338,,
1330231,,
1326335,,
1330229,,
1326348,,
1326482,,
1330228,,
1326478,,
1326495,,
1326537,,
1330410,,
1326347,,
1326344,,
1326345,,
1326349,,
1326342,,
1326480,,
1326484,,
1326494,,
1326546,,
1330411,,
1326341,,
1326350,,
1326343,,
1326353,,
1330240,6189,Asset-Backed Securities
1326355,6770,Blank Checks
1326474,,
1326473,,
1326521,,
1326572,,
1326476,,
1330238,,
1326483,,
1326540,1381,Drilling Oil & Gas Wells
1330248,,
1326361,,
1326514,,
1326563,,
1326360,,
1326358,,
1326363,,
1326362,,
1326359,,
1326357,,
1326356,,
1326354,,
1326352,,
1330249,,
1326364,4922,Natural Gas Transmission
1330251,,
1326366,,
1330241,,
1326369,,
1326511,,
1326573,,
1326370,,
1326365,,
1330250,,
1326368,,
1326518,,
1326574,,
1326371,,
1326367,,
1326487,,
1326498,,
1326536,,
1326374,,
1326377,,
1326372,,
1330260,,
1326376,,
1326513,,
1326578,,
1326373,,
1326378,,
1326525,,
1330258,,
1326375,,
1330268,,
1326380,5734,Retail-Computer & Computer Software Stores
1330270,,
1326381,,
1326507,,
1326579,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
1326384,,
1326379,,
1330271,,
1326383,,
1330279,,
1326386,,
1330278,,
1326382,,
1330288,,
1326385,,
1326538,,
1330291,,
1326388,,
1330298,,
1326391,,
1326529,,
1326568,,
1326397,,
1326395,,
1330280,,
1326390,,
1326530,,
1326588,,
1326394,,
1326387,6189,Asset-Backed Securities
1330300,,
1326392,,
1330301,,
1326393,,
1326533,,
1326589,,
1326398,,
1326396,2860,Industrial Organic Chemicals
1330308,,
1326389,,
1326523,,
1327057,,
1326400,,
1326403,,
1326531,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
1327065,,
1326404,,
1326401,,
1330309,,
1326402,,
1330310,6189,Asset-Backed Securities
1326408,,
1330320,,
1326405,,
1330318,,
1326411,,
1330319,,
1326413,,
1326522,,
1327063,,
1326412,6189,Asset-Backed Securities
1326414,,
1326528,,
1327056,,
1326407,,
1326415,,
1330329,,
1326410,,
1330330,,
1326421,,
1326488,,
1326506,,
1326549,,
1326406,,
1330321,,
1326423,,
1326417,,
1326418,,
1326534,,
1327067,,
1326420,,
1326419,,
1330331,,
1326422,,
1326527,,
1328006,,
1326426,,
1326424,,
1330338,,
1326429,,
1326526,,
1326434,,
1326409,,
1330348,,
1326433,,
1330349,,
1326430,,
1326557,6189,Asset-Backed Securities
1330351,3674,Semiconductors & Related Devices
1326431,,
1330350,,
1326436,,
1326532,,
1328491,,
1326428,1311,Crude Petroleum & Natural Gas
1326440,,
1326489,,
1326503,,
1326551,,
1326432,,
1330341,,
1326437,,
1326427,,
1326439,,
1330358,,
1326438,,
1330359,,
1326442,,
1326496,,
1326502,,
1326548,,
1326448,,
1326444,,
1326441,,
1326535,,
1327534,,
1326445,,
1326446,,
1326524,,
1328494,6770,Blank Checks
1326447,,
1326450,,
1330360,,
1326451,,
1330368,6189,Asset-Backed Securities
1326453,,
1326491,,
1326501,,
1326559,,
1326458,,
1326452,,
1326456,,
1326545,,
1328497,,
1326459,,
1326457,,
1330370,,
1326460,,
1330371,,
1326465,,
1330379,,
1326463,,
1326539,1381,Drilling Oil & Gas Wells
1328504,,
1326454,,
1326443,,
1330378,,
1326464,,
1330391,,
1326455,,
1330380,,
1326468,,
1330388,,
1326462,,
1330381,,
1326449,,
1330389,,
1326469,,
1330398,,
1326466,,
1326547,,
1328984,,
1326470,,
1326471,,
1330390,,
1326461,,
1330401,,
1326475,,
1330408,,
1326472,,
1326477,,
1326479,,
1330409,,
1326485,,
1326493,,
1326499,,
1326555,6189,Asset-Backed Securities
1183009,,
1326244,6189,Asset-Backed Securities
1183026,,
1326247,,
1183012,,
1326242,,
1183029,,
1326231,,
1326240,,
1183027,,
1183024,,
1326229,,
1326248,,
1183028,,
1183033,,
1326246,,
1183031,,
1320691,3751,"Motorcycles, Bicycles & Parts"
1320699,,
1320701,,
1320700,,
1320690,,
1320708,,
1320718,,
1320719,,
1320721,,
1320728,,
1320731,2833,Medicinal Chemicals & Botanical Products
1320730,,
1320738,,
1320741,,
1320729,4932,Gas & Other Services Combined
1320739,,
1320749,,
1320758,,
1320770,,
1320761,,
1320759,,
1320768,,
1320771,,
1320769,,
1320778,,
1320779,,
1320780,,
1320781,,
1320788,,
1320791,,
1320790,,
1320789,,
1320799,,
1320800,,
1320798,6189,Asset-Backed Securities
1320809,,
1320811,,
1320810,,
1320808,,
1320818,,
1320820,,
1320801,,
1320821,,
1320819,,
1320828,,
1320830,,
1320841,,
1320838,,
1320840,,
1320831,,
1320850,,
1320848,,
1320851,,
1320860,,
1320861,,
1320859,,
1320870,,
1320869,3845,Electromedical & Electrotherapeutic Apparatus
1320868,,
1320871,,
1320858,,
1320880,,
1320878,,
1320891,,
1320879,,
1320888,,
1320889,6189,Asset-Backed Securities
1320898,,
1320908,,
1320909,,
1320928,,
1326230,,
1326251,,
1321484,,
1321474,,
1326249,,
1321957,,
1326235,,
1326225,,
1326238,,
1324865,,
1324858,,
1324866,6189,Asset-Backed Securities
1325000,,
1325020,,
1325021,6189,Asset-Backed Securities
1325028,,
1325018,,
1325029,,
1325039,,
1325038,,
1325040,,
1325041,,
1325051,,
1325049,6189,Asset-Backed Securities
1325060,6189,Asset-Backed Securities
1325061,,
1325058,6189,Asset-Backed Securities
1325059,6189,Asset-Backed Securities
1325069,,
1325070,,
1325050,,
1325068,,
1325071,,
1325078,6189,Asset-Backed Securities
1325088,,
1325090,,
1325091,,
1325089,,
1325100,,
1325109,,
1325098,4412,Deep Sea Foreign Transportation of  Freight
1325108,,
1325110,,
1325119,,
1325121,,
1325120,,
1325129,,
1325131,,
1325139,,
1325118,5960,Retail-Nonstore Retailers
1325140,,
1325141,,
1325148,,
1325150,,
1325149,,
1325161,,
1325160,,
1325151,,
1325158,,
1325171,6189,Asset-Backed Securities
1325168,,
1325159,4412,Deep Sea Foreign Transportation of  Freight
1325170,,
1325179,6189,Asset-Backed Securities
1325178,,
1325188,,
1325189,,
1325190,,
1325191,,
1325201,,
1325199,,
1325198,,
1325208,,
1325210,,
1325219,,
1325220,,
1325221,,
1325229,,
1325211,,
1325231,,
1325228,7389,"Services-Business Services, NEC"
1325218,,
1325240,6189,Asset-Backed Securities
1325238,6189,Asset-Backed Securities
1325241,,
1325248,,
1325250,,
1325249,,
1325261,,
1325251,,
1325259,,
1325258,,
1325271,,
1325268,,
1325269,,
1325280,,
1325239,,
1325279,2834,Pharmaceutical Preparations
1325290,,
1325289,6189,Asset-Backed Securities
1325281,2621,Paper Mills
1325298,,
1325288,,
1325301,,
1325299,,
1325300,,
1325309,,
1325311,,
1325318,6189,Asset-Backed Securities
1325320,6189,Asset-Backed Securities
1325319,,
1325331,,
1325330,,
1325348,,
1325341,,
1325349,,
1325351,,
1325361,,
1325360,,
1325368,,
1325369,,
1325370,,
1325378,,
1325381,,
1325380,,
1325379,,
1325371,,
1325388,,
1325400,,
1325389,,
1325401,,
1325399,,
1325391,,
1325410,,
1325408,,
1325419,,
1325411,,
1325398,,
1325429,,
1325430,,
1325431,,
1325418,,
1325440,,
1325441,6189,Asset-Backed Securities
1325451,,
1325448,,
1325428,,
1325450,,
1325449,,
1325468,,
1325459,,
1325460,8742,Services-Management Consulting Services
1325471,,
1325469,,
1325480,,
1325481,,
1325479,,
1325478,,
1325490,,
1325491,,
1325489,,
1325488,,
1325499,,
1325500,,
1325498,,
1325501,,
1325508,,
1325510,,
1325509,,
1325526,,
1325516,,
1325506,,
1325524,6021,National Commercial Banks
1325530,,
1325514,,
1325538,,
1325539,,
1325529,,
1325581,,
1325580,,
1325591,,
1325589,,
1325590,,
1325598,,
1325599,,
1325600,,
1325601,,
1325611,,
1325608,,
1325621,,
1325619,6189,Asset-Backed Securities
1325610,,
1325629,,
1325630,,
1325631,,
1325618,3841,Surgical & Medical Instruments & Apparatus
1325639,,
1325638,6189,Asset-Backed Securities
1325620,6189,Asset-Backed Securities
1325640,,
1325641,,
1325651,,
1325659,,
1325669,,
1325671,,
1325661,,
1325668,,
1325678,,
1325679,,
1325670,6022,State Commercial Banks
1325680,,
1325688,,
1325689,,
1325691,,
1325690,,
1325698,,
1325681,,
1325699,,
1325700,,
1325708,,
1325701,,
1325710,,
1325709,,
1325711,,
1325718,,
1325721,,
1325719,,
1325720,,
1325729,,
1325731,,
1325730,,
1325738,,
1325740,2860,Industrial Organic Chemicals
1325741,,
1325739,,
1325748,,
1325750,,
1325749,,
1325758,,
1325769,,
1325761,,
1325770,,
1325751,,
1325768,,
1325778,,
1325781,6189,Asset-Backed Securities
1325779,,
1325780,,
1325790,,
1325791,,
1325798,,
1325799,,
1325800,,
1325808,,
1325801,,
1325810,,
1325818,,
1325830,,
1325829,,
1325828,,
1325820,,
1325811,,
1325838,,
1325841,6189,Asset-Backed Securities
1325840,,
1325839,,
1325851,,
1325848,,
1325858,,
1325861,,
1325860,,
1325871,,
1325868,,
1325831,,
1325859,,
1325869,,
1325880,,
1325888,,
1325881,,
1325878,6111,Federal & Federally-Sponsored Credit Agencies
1325890,,
1325879,2834,Pharmaceutical Preparations
1325889,,
1325891,,
1325901,,
1325908,,
1325910,,
1325899,,
1325909,,
1325911,,
1325900,,
1325919,,
1325918,,
1325921,,
1325920,,
1325931,,
1325938,,
1325939,,
1325940,,
1325930,,
1325950,1000,Metal Mining
1325928,,
1325941,,
1325948,,
1325949,,
1325951,,
1325958,,
1325960,,
1325969,2711,Newspapers: Publishing or  Publishing & Printing
1325961,6189,Asset-Backed Securities
1325968,6189,Asset-Backed Securities
1325970,,
1325971,,
1325980,,
1325979,,
1325981,,
1325988,,
1325990,,
1325989,,
1325991,,
1326001,,
1325998,,
1326000,,
1325999,,
1326010,,
1326011,,
1326008,,
1326019,,
1326018,,
1326020,,
1326021,6189,Asset-Backed Securities
1326028,6189,Asset-Backed Securities
1326030,6189,Asset-Backed Securities
1326009,,
1326029,,
1326038,,
1326040,,
1326039,,
1326041,,
1326031,,
1326050,,
1326049,,
1326058,,
1326048,,
1326059,3841,Surgical & Medical Instruments & Apparatus
1326060,,
1326051,,
1326069,,
1326068,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
1326080,,
1326079,,
1326078,,
1326089,1311,Crude Petroleum & Natural Gas
1326091,,
1326101,6221,Commodity Contracts Brokers & Dealers
1326100,,
1326108,,
1326111,,
1326109,,
1326119,,
1326118,,
1326110,2836,"Biological Products, (No Diagnostic Substances)"
1326121,,
1326120,,
1326128,,
1326129,,
1326131,,
1326139,,
1326140,,
1326141,6282,Investment Advice
1326148,,
1326138,,
1326149,,
1326150,,
1326159,,
1326158,,
1326239,,
1326257,,
1326169,6189,Asset-Backed Securities
1326170,,
1326179,,
1326178,,
1326181,,
1326180,,
1326188,,
1326234,,
1326190,2834,Pharmaceutical Preparations
1326191,,
1326237,,
1326198,,
1326201,,
1326199,,
1326200,4412,Deep Sea Foreign Transportation of  Freight
1326209,,
1326211,,
1326210,,
1326208,,
1326218,,
1326219,,
1326220,,
1326221,,
1326241,,
1326228,,
1183021,,
1183032,,
1320498,,
1183023,,
1320501,,
1183035,,
1319400,,
1319408,6189,Asset-Backed Securities
1319399,,
1319411,,
1319409,,
1319410,,
1319420,,
1319419,,
1319421,,
1319418,,
1319429,,
1319430,,
1319431,,
1319441,,
1319448,,
1319440,,
1319449,,
1319450,,
1319439,2834,Pharmaceutical Preparations
1319459,,
1319451,,
1320499,,
1319461,,
1320500,,
1319462,,
1320509,,
1319455,,
1320308,,
1320430,,
1319458,,
1319452,,
1320328,,
1320428,,
